Ranking,Video ID,Video Title,Date Published,Category,Tags,URL,Duration,Views,Favorites,Rating,Raters,# Comments,Description,Comment Thread
61,"""wQyDkzlrNrk""","""OER @ College of Health Sciences, University of Ghana (2010)""",2010-10-12,"""Education""","""oer, health sciences, university of michigan, university of ghana, oer2011, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=wQyDkzlrNrk&feature=youtube_gdata_player,1888,247,0,0,0,0,"This documentary explores the first year and a half of the health open educational resources (OER) initiatives at University of Ghana (UG). The film features interviews with faculty, staff, and students, and their use of OER in support of learning, teaching and research in the health sciences. It explores the motivations for producing OER, the impact of OER on health science education, and plans for advancing education and research at the university. University of Ghana is a founding member of the African Health OER Network (www.oerfrica.org (C) 2010 University of Ghana and the Regents of the University of Michigan. Available under a Creative Commons Attribution Noncommercial (CC BY NC) 3.0 license: creativecommons.org",, 
62,"""4825qLyFSqQ""","""Example Learning Materials from the African Health OER Network""",2010-06-04,"""Education""","""open educational resources, health OER, health education, oer2011, healthoernetwork""",https://www.youtube.com/watch?v=4825qLyFSqQ&feature=youtube_gdata_player,467,216,0,0,0,0,"Short video clip for the Auxiliary Session at the Global Health Council Conference on June 14, 2010 This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License (CC BY NC SA) creativecommons.org 720 x 480 Pixels",, 
63,"""25S5dZ_KCEU""","""Buruli Ulcer Disease: Buruli Ulcer""",2011-09-27,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, oer, health education""",https://www.youtube.com/watch?v=25S5dZ_KCEU&feature=youtube_gdata_player,83,215,0,0,0,0,"This video ""Buruli Ulcer Disease: Buruli Ulcer"" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question of: What is the usual presentation and course of Buruli ulcer disease? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology",, 
64,"""IKOceiPNS6Q""","""Multimedia Learning Tips - Example Video 1 - Guinea Worm""",2010-12-10,"""Entertainment""","""health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=IKOceiPNS6Q&feature=youtube_gdata_player,55,207,0,0,0,0,"This is an excerpt of an instructional video about guinea worm. It is used here as an example to support the presentation ""Instructional Design Tips for Computer-Based E-Learning,"" available at open.umich.edu Video is by Cary Engleberg. This is shared under Creative Commons Attribution Noncommercial 3.0 License, CC BY NC, creativecommons.org",, 
65,"""hj2FNDoUop8""","""Episiotomy Repair: Introduction to the learning module""",2011-10-03,"""Education""","""healthoernetwork, medicine, episiotomy, obstetrics, gynaecology, maternal health""",https://www.youtube.com/watch?v=hj2FNDoUop8&feature=youtube_gdata_player,52,189,0,0,0,0,"This video ""Introduction to episiotomy learning module"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Episiotomy Repair. The complete learning module is available through the African Health OER Network at: www.oerafrica.org The source (FLA) file for this video can be found at open.umich.edu An episiotomy is a surgical incision through the perineum made to enlarge the vagina and assist childbirth. The incision can be midline or at an angle from the posterior end of the vulva, is performed under local anaesthetic (pudendal anesthesia) and is sutured closed after delivery. It is one of the most common medical procedures performed on women, and although its routine use in childbirth has steadily declined in recent decades. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
66,"""6RoHYCYO8rw""","""Buruli Ulcer Disease: Fine Needle Aspiration for Diagnosis of M. Ulcerans Infection""",2011-09-27,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, oer, health education""",https://www.youtube.com/watch?v=6RoHYCYO8rw&feature=youtube_gdata_player,417,176,0,0,0,0,"This video ""Buruli Ulcer Disease: Fine Needle Aspiration for Diagnosis of M. Ulcerans Infection"" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question: How is a fine needle aspirate obtained? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology",, 
67,"""Vze5fRv0Xi8""","""Total Abdominal Hysterectomy: Introduction to the case""",2011-10-03,"""Education""","""healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, oer, health education""",https://www.youtube.com/watch?v=Vze5fRv0Xi8&feature=youtube_gdata_player,65,169,0,0,0,0,"This video ""Total Abdominal Hysterectomy: Introduction to the case"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School",, 
68,"""nGRtjHG_K18""","""Buruli Ulcer Disease: Cleaning and Dressing the Ulcer""",2011-09-27,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, oer, health education""",https://www.youtube.com/watch?v=nGRtjHG_K18&feature=youtube_gdata_player,118,165,0,0,0,0,"This video ""Buruli Ulcer Disease: Cleaning and Dressing the Ulcer"" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question: How should Buruli ulcers be cleansed and dressed? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology",, 
69,"""kC1fUR6vJ9Q""","""Caesarean Section: Introduction to the learning module""",2011-10-03,"""Education""","""healthoernetwork, medicine, c-section, caesarean section, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=kC1fUR6vJ9Q&feature=youtube_gdata_player,68,160,0,5.0,1,0,"This video ""Introduction to the Caesarean Section learning module"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Caesarean Section. The complete learning module is available through the African Health OER Network at: www.oerafrica.org A Caesarean section, also known as C-section, is a surgical procedure in which incisions are made through a motherapos;s abdomen (laparotomy) and uterus (hysterotomy) to deliver one or more babies. It is usually performed when a vaginal delivery would put the babyapos;s or motherapos;s life or health at risk, although in recent times it has been also performed upon request for childbirths that could otherwise have been natural. The World Health Organization (WHO) recommends that the rate of Caesarean sections should not exceed 15% in any country. This programme includes narrated surgical video of the procedure as well as interactive case exercises and a brief self-assessment. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative <b>...</b>",, 
70,"""cxmeUTJcsXQ""","""Health OER in KNUST - MEPI Webinar""",2011-12-05,"""Education""","""knust, oer, ghana, global health, elearning, MEPI, healthoernetwork""",https://www.youtube.com/watch?v=cxmeUTJcsXQ&feature=youtube_gdata_player,791,156,0,0,0,0,"In this video prepared for the Medical Educational Partnership Initiative (MEPI) seminar series, Nadia Tagoe explains how KNUST established an OER approach to their e-Learning efforts. Ms Tagoe is the Grants Administrator at the College of Health Sciences, Kwame Nkrumah University of Science and Technology (KNUST-Ghana), where she heads the Grants Development and Administration Office, supporting researchers in the School of Medical Sciences, Faculty of Pharmacy and Pharmaceutical Sciences, Faculty of Allied Health Sciences, Dental School and the School of Veterinary Medicine. Ms Tagoe oversees the College's health research projects and manages the MEPI Emergency Medicine Collaborative Training Programme, the Health Open Educational Resources (OER) Project and the Ghana Michigan Post-doctoral And Research Trainee Network. This video is (C) 2011 Kwame Nkrumah University of Science and Technology and is shared under a Creative Commons Attribution 3.0 License: creativecommons.org For more about OER at KNUST, visit web.knust.edu.gh KNUST is a founding member of the African Health OER Network (www.oerfrica.org",, 
71,"""VQ5W4xlVk6Q""","""KNUST: Quality assurance of open learning modules (2011)""",2011-12-16,"""Education""","""Oer, open educational resources, ghana, health oer, health education, healthoernetwork, knust""",https://www.youtube.com/watch?v=VQ5W4xlVk6Q&feature=youtube_gdata_player,141,140,0,0,0,0,"This video from Kwame Nkrumah University of Science Technology (KNUST) features interviews with lecturers and support staff involved in Open Educational Resources (OER) activities at the university. This clip focuses on the review process to ensure that the OER produced at KNUST are effective learning modules. For more about OER at KNUST, visit web.knust.edu.gh KNUST is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch Interviewees: Mr. Adam Rahman, Mr. George Koffuor Video created by: Benjamin Prempeh, Samuel Agyeman-Duah, Kathleen Ludewig Omollo This video and transcript are licensed under a Creative Commons Attribution Noncommercial 3.0 License: creativecommons.org (C) 2011 Kwame Nkrumah University of Science and Technology and the Regents of the University of Michigan.",, 
72,"""aIZAJsHtl5I""","""KNUST: Creating an OER policy (2011)""",2011-12-16,"""Education""","""Oer, open educational resources, ghana, health oer, health education, healthoernetwork, knust""",https://www.youtube.com/watch?v=aIZAJsHtl5I&feature=youtube_gdata_player,123,139,0,0,0,0,"This video from Kwame Nkrumah University of Science Technology (KNUST) features interviews with lecturers and support staff involved in Open Educational Resources (OER) activities at the university. This clip focuses on the OER policy, which was passed in August 2010. For more about OER at KNUST, visit web.knust.edu.gh KNUST is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch Interviewees: Ms. Nadia Tagoe, Dr. Robert Ngala, Mr. Adam Rahman, Mr. George Koffuor Video created by: Benjamin Prempeh, Samuel Agyeman-Duah, Kathleen Ludewig Omollo This video and transcript are licensed under a Creative Commons Attribution Noncommercial 3.0 License: creativecommons.org (C) 2011 Kwame Nkrumah University of Science and Technology and the Regents of the University of Michigan.",, 
73,"""LhzRcz2IcSI""","""KNUST Provost Peter Donkor - Motivation for OER (2009)""",2011-03-09,"""Education""","""health oer, healthoernetwork, open educational resources, knust, health education""",https://www.youtube.com/watch?v=LhzRcz2IcSI&feature=youtube_gdata_player,76,138,0,0,0,0,"Peter Donkor, Provost of the College of Health Sciences, explains motivations for open educational resources at the Kwame Nkrumah University of Science and Technology. This is licensed under a Creative Commons Attribution 3.0 License: creativecommons.org This is part of a longer documentary, available at www.youtube.com The whole UM collection of Health OER interviews and clips is at www.youtube.com",, 
74,"""WAa7KH2eAuY""","""KNUST: Interdisciplinary collaborations for OER (2011)""",2011-12-16,"""Education""","""Oer, open educational resources, ghana, health oer, health education, healthoernetwork, knust""",https://www.youtube.com/watch?v=WAa7KH2eAuY&feature=youtube_gdata_player,90,135,0,0,0,0,"This video from Kwame Nkrumah University of Science Technology (KNUST) features interviews with lecturers and support staff involved in Open Educational Resources (OER) activities at the university. This clip focuses on the interdisciplinary, cross-departmental collaborations that happened as a result of the health OER project. For more about OER at KNUST, visit web.knust.edu.gh KNUST is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch Interviewees: Ms. Nadia Tagoe, Mr. Adam Rahman, Mr. George Koffuor Video created by: Benjamin Prempeh, Samuel Agyeman-Duah, Kathleen Ludewig Omollo This video is licensed under a Creative Commons Attribution Noncommercial 3.0 License: creativecommons.org (C) 2011 Kwame Nkrumah University of Science and Technology and the Regents of the University of Michigan.",, 
75,"""_79n4SjWtpY""","""Components of the History in Surgery""",2011-11-23,"""Education""","""healthoernetwork, surgery, medicine, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=_79n4SjWtpY&feature=youtube_gdata_player,704,110,0,0,0,0,"""This video """"Clinical Examinations in Surgery: Components of the History in Surgery"""" is part of a multimedia-based module by Dr Nii Armah Adu-Aryee, Prof EQ Acheampong, Prof ED Yeboah, Mr. Baako, Dr Michael Segbefia, Prof. Richard MK Adanu, and Chris Andrew Yebuah. The module is part of a series designed for medical students to assist in preparation for clinical examinations in surgery. This module, the first of seven in the series, explores the basic guidelines for surgery and the components history taking. The basic guidelines for surgery are similar to internal medicine. The disease profile, however, may vary. The basic process is: 1. History 2. Physical Examination 3. Integration of information Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2010-11 University of Ghana Medical School""",, 
76,"""WAWk8lM5TSo""","""Caesarean Section: Introduction to the case""",2011-10-03,"""Education""","""healthoernetwork, medicine, c-section, caesarean section, obstetrics, gynaecology, maternal health, health education""",https://www.youtube.com/watch?v=WAWk8lM5TSo&feature=youtube_gdata_player,49,109,0,0,0,0,"This video ""Introduction to the Case"" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Caesarean Section. The complete learning module is available through the African Health OER Network at: www.oerafrica.org A Caesarean section, also known as C-section, is a surgical procedure in which incisions are made through a motherapos;s abdomen (laparotomy) and uterus (hysterotomy) to deliver one or more babies. It is usually performed when a vaginal delivery would put the babyapos;s or motherapos;s life or health at risk, although in recent times it has been also performed upon request for childbirths that could otherwise have been natural. The World Health Organization (WHO) recommends that the rate of Caesarean sections should not exceed 15% in any country. This programme includes narrated surgical video of the procedure as well as interactive case exercises and a brief self-assessment. Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial <b>...</b>",, 
77,"""hpaK5FqJX-o""","""Total Abdominal Hysterectomy: Catheterisation""",2011-11-23,"""Education""","""hibbs healthoer africaoer, healthoernetwork, medicine, hysterectomy, obstetrics, gynaecology, maternal health, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=hpaK5FqJX-o&feature=youtube_gdata_player,52,103,0,0,0,0,"""This video """"Total Abdominal Hysterectomy: Catheterisation"""" by Prof. Richard Adanu (University of Ghana) and Prof. Cary Engleberg (University of Michigan) is part of a series of videos from University of Ghana College of Health Sciences about Total Abdominal Hysterectomy. The complete learning module is available through the African Health OER Network at: www.oerafrica.org This module is meant primarily for medical students but may also be useful for residents and health practitioners. The module includes three interactive case studies with some background information as well as discussion of possible post-surgery complications, narrated video clips of each stage the total abdominal hysterectomy procedure, and a self-assessment on the procedure. This is licensed under a Creative Commons Attribution Noncommercial License: creativecommons.org (C) 2009 University of Ghana Medical School""",, 
78,"""cc1g5pZE8Jc""","""Example OER: Buruli Ulcer Module""",2010-11-10,"""Education""","""buruli ulcer, global health, oer, knust, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=cc1g5pZE8Jc&feature=youtube_gdata_player,70,100,0,0,0,0,Short video clip featuring an OER module on Buruli Ulcer from Kwame Nkrumah University of Science and Technology. The complete OER module is available at open.umich.edu This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License (CC BY NC SA) creativecommons.org,, 
79,"""p_U9zyMZnpY""","""OER at University of Ghana - 2 min Version (2010)""",2010-11-11,"""Education""","""health education, global health, ug, university of ghana, oer, oer2011, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=p_U9zyMZnpY&feature=youtube_gdata_player,137,92,0,0,0,0,Short 2 minute clip about motivations and impact of OER at the Colleges of Health Sciences at the University of Ghana. Full length clip is available at www.youtube.com This video is shared under a Creative Commons Attribution Noncommercial (CC BY NC) 3.0 License: creativecommons.org,, 
80,"""RfLBi801AGQ""","""UG OER Impact 1 min.mp4""",2011-10-07,"""Education""","""open educational resources, oer, healthoernetwork, global health""",https://www.youtube.com/watch?v=RfLBi801AGQ&feature=youtube_gdata_player,86,80,0,0,0,0,Mr. Tom Ndanu and Prof. Adu-Aryee from University of Ghana speak about early impact of health open educational resources. Full length clip is available at www.youtube.com This video is shared under a Creative Commons Attribution Noncommercial (CC BY NC) 3.0 License: creativecommons.org,, 
81,"""AR31aCaj60Q""","""KNUST OER - Motivations and Provost's Perspective (2009)""",2011-03-09,"""Education""","""KNUST, oer, oer2011, health education, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=AR31aCaj60Q&feature=youtube_gdata_player,84,79,0,5.0,1,0,"Peter Donkor, Provost of the College of Health Sciences, explains motivations for open educational resources at the Kwame Nkrumah University of Science and Technology. This is licensed under a Creative Commons Attribution 3.0 License: creativecommons.org This is part of a longer documentary, available at www.youtube.com The whole UM collection of Health OER interviews and clips is at www.youtube.com",, 
82,"""2UkOX9liVGs""","""Buruli Ulcer Disease: Buruli Nodule""",2011-09-27,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, oer, health education""",https://www.youtube.com/watch?v=2UkOX9liVGs&feature=youtube_gdata_player,112,75,0,0,0,0,"This video ""Buruli Ulcer Disease: Buruli Nodule"" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question of: What is the usual presentation and course of Buruli ulcer disease? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology",, 
83,"""BexNnSMAEK8""","""Buruli Ulcer Disease: Buruli Oedema""",2011-09-27,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, oer, health education""",https://www.youtube.com/watch?v=BexNnSMAEK8&feature=youtube_gdata_player,64,62,0,0,0,0,"This video ""Buruli Ulcer Disease: Buruli Odema"" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question of: What is the usual presentation and course of Buruli ulcer disease? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology",, 
84,"""iFjJe8ZJkJU""","""KNUST OER - Provost and Student Perspective on crowded classrooms and wards (2009)""",2011-03-09,"""Education""","""health oer, healthoernetwork, open educational resources, health education""",https://www.youtube.com/watch?v=iFjJe8ZJkJU&feature=youtube_gdata_player,100,48,0,0,0,0,"Peter Donkor, Provost of the College of Health Sciences, explains motivations for open educational resources at the Kwame Nkrumah University of Science and Technology. This is licensed under a Creative Commons Attribution 3.0 License: creativecommons.org This is part of a longer documentary, available at www.youtube.com The whole UM collection of Health OER interviews and clips is at www.youtube.com",, 
85,"""zzh1wybPf6o""","""University of Ghana - Discovery of OER by Alumni (2011)""",2011-11-14,"""Education""","""open educational resources, oer, healthoernetwork, global health""",https://www.youtube.com/watch?v=zzh1wybPf6o&feature=youtube_gdata_player,93,46,0,0,0,0,"This short clip features an interview with Prof. Richard Adanu, Open Educational Resources (OER) coordinator and Vice Dean of the School of Public Health at University of Ghana. In this clip, he speaks about changes in OER within the College of Health Sciences in 2011. University of Ghana initiated a health OER project in 2008. University of Ghana is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch Video clip created by: Chris Andrew Yebuah, Nyemitei Odjidja, Enoch Kelvin Allotey, Kathleen Ludewig Omollo University of Ghana is a founding member of the African Health OER Network (www.oerfrica.org Shared under a Creative Commons Attribution Noncommercial 3.0 License: creativecommons.org/licenses/by-nc/3.0/. (C) 2011 University of Ghana and the Regents of the University of Michigan.",, 
86,"""hpYr2V_xHmA""","""University of Ghana - OER for Clinical Demonstrations (2011)""",2011-11-14,"""Education""","""open educational resources, oer, healthoernetwork, global health""",https://www.youtube.com/watch?v=hpYr2V_xHmA&feature=youtube_gdata_player,85,46,0,0,0,0,"This short clip features excerpts from an interview with Dr. Sandra Hewlett, a lecturer at the School of Dentistry at University of Ghana. In this clip, she speaks about motivations for using OER for clinical demonstrations. University of Ghana initiated a health OER project in 2008. University of Ghana is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch Video clip created by: Chris Andrew Yebuah, Nyemitei Odjidja, Enoch Kelvin Allotey, Kathleen Ludewig Omollo Shared under a Creative Commons Attribution Noncommercial 3.0 License: creativecommons.org (C) 2011 University of Ghana and the Regents of the University of Michigan.",, 
87,"""zBP5H9LsYtk""","""University of Ghana - OER from Elsewhere (2011)""",2011-11-14,"""Education""","""open educational resources, oer, healthoernetwork, global health""",https://www.youtube.com/watch?v=zBP5H9LsYtk&feature=youtube_gdata_player,130,39,0,0,0,0,"This short clip features interviews with two lecturers from the University of Ghana Dental School. Both lecturers speak about open educational resources (OER) produced by other universities that they have used in their teaching and research. University of Ghana initiated a health OER project in 2008. University of Ghana is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch Interviewees: Rev. Tom Ndanu, Dr. Sandra Hewlett. Video clip created by: Chris Andrew Yebuah, Nyemitei Odjidja, Enoch Kelvin Allotey, Kathleen Ludewig Omollo University of Ghana is a founding member of the African Health OER Network (www.oerfrica.org Shared under a Creative Commons Attribution Noncommercial 3.0 License: www.creativecommons.org (C) 2011 University of Ghana and the Regents of the University of Michigan.",, 
88,"""rvTOWGtT3oY""","""Buruli Ulcer Disease: Cleaning and Dressing the Ulcer""",2012-01-23,"""Education""","""healthoernetwork, internal medicine, buruli ulcer, health oer, open educational resources, oer, health education""",https://www.youtube.com/watch?v=rvTOWGtT3oY&feature=youtube_gdata_player,118,32,0,0,0,0,"""This video """"Buruli Ulcer Disease: Cleaning and Dressing the Ulcer"""" is part of a multimedia-based module by Richard Phillips, Stephen Sarfo, Emmanuel Adu, Veronica Owusu-Afriyie, and Cary Engleberg (University of Michigan). This video addresses the question: How should Buruli ulcers be cleansed and dressed? The complete learning module is available through the African Health OER Network at: www.oerafrica.org Any medical information in this material is intended to inform and educate and is not a tool for self-diagnosis or a replacement for medical evaluation, advice, diagnosis or treatment by a healthcare professional. Please speak to your physician if you have questions about your medical condition. Viewer discretion is advised: Some medical content is graphic and may not be suitable for all viewers. This is licensed under a Creative Commons Attribution Noncommercial Share Alike 3.0 License: creativecommons.org (c) 2009 Kwame Nkrumah University of Science and Technology""",, 
89,"""EgI5CcXHAxw""","""University of Ghana: Creating an OER Policy (2011)""",2011-11-14,"""Education""","""open educational resources, oer, healthoernetwork, global health""",https://www.youtube.com/watch?v=EgI5CcXHAxw&feature=youtube_gdata_player,66,32,0,0,0,0,"This short clip features excerpts from an interview with Prof. Aaron L. Lawson, Provost of the College of Health Sciences at University of Ghana. In this clip, he speaks about motivations and processed to creating an enabling policy environment to support local use and creation of Open Educational Resources (OER). University of Ghana initiated a health OER project in 2008. University of Ghana is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch Video clip created by: Chris Andrew Yebuah, Nyemitei Odjidja, Enoch Kelvin Allotey, Kathleen Ludewig Omollo Shared under a Creative Commons Attribution Noncommercial 3.0 License: www.creativecommons.org (C) 2011 University of Ghana and the Regents of the University of Michigan.",, 
90,"""R4eqEN3yM9s""","""University of Ghana: Greatest Changes in OER in 2011""",2011-11-14,"""Education""","""open educational resources, oer, healthoernetwork, global health""",https://www.youtube.com/watch?v=R4eqEN3yM9s&feature=youtube_gdata_player,143,31,0,0,0,0,"This short clip features excerpts from an interview with Prof. Richard Adanu, Open Educational Resources (OER) coordinator and Vice Dean of the School of Public Health at University of Ghana. In this clip, he speaks about changes in OER within the College of Health Sciences in 2011. University of Ghana initiated a health OER project in 2008. University of Ghana is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch Video clip created by: Chris Andrew Yebuah, Nyemitei Odjidja, Enoch Kelvin Allotey, Kathleen Ludewig Omollo Shared under a Creative Commons Attribution Noncommercial 3.0 License: www.creativecommons.org (C) 2011 University of Ghana and the Regents of the University of Michigan.",, 
91,"""kM6tFDMngNE""","""Health OER: Harnessing OER to Develop Health Education Systems in Africa""",2010-06-04,"""Education""","""OER, OCW, OCWC Global 2010, Africa, health education, health oer, healthoernetwork, open educational resources""",https://www.youtube.com/watch?v=kM6tFDMngNE&feature=youtube_gdata_player,5311,30,0,0,0,0,"Catherine Ngugi and Neil Butcher of OER Africa, Ted Hanss from the University of MIchigan, and Mary Lee from Tufts University discuss international collaborations for creating OER to support the delivery of healthcare education in Africa. This presentation took place at the OCWC Global 2010 conference in Hanoi, Vietnam in May 2010. This video is provided by the OpenCourseware Consortium and is available under a Creative Commons Attribution (CC BY) 3.0 License: creativecommons.org",, 
92,"""KHLFSFhvBpA""","""University of Ghana: Why OER? (2011)""",2011-11-14,"""Education""","""open educational resources, oer, healthoernetwork""",https://www.youtube.com/watch?v=KHLFSFhvBpA&feature=youtube_gdata_player,135,30,0,0,0,0,"This short clip features interviews with lecturers and professors within the University of Ghana College of Health Sciences. In this clip, individuals discuss their motivations for using and creating Open Educational Resources (OER). University of Ghana initiated a health OER project in 2008. University of Ghana is a founding member of the African Health OER Network (www.oerfrica.org Captions are available for this video. Additionally, the full transcript can be downloaded from openmi.ch Interviewees: Rev. Tom Ndanu, Dr. Sandra Hewlett, Prof. Richard Adanu Video clip created by: Chris Andrew Yebuah, Nyemitei Odjidja, Enoch Kelvin Allotey, Kathleen Ludewig Omollo Shared under a Creative Commons Attribution Noncommercial 3.0 License: creativecommons.org/licenses/by-nc/3.0/. (C) 2011 University of Ghana and the Regents of the University of Michigan.",, 
